99520000000000 At_H2O           1.0 0.000 1.000e+00  1.000            999   1   1.00
 9520000001186 At_H2O      4426.092 0.000 1.410e-03  1.000  9520000000000   1   1.00
 9520000001187 At_H2O      4426.146 0.000 1.160e-03  1.000  9520000000000   1   1.00
 9520000001250 At_H2O      4429.639 0.000 1.050e-03  1.000  9520000000000   1   1.00
 9520000001453 At_H2O      4452.313 0.000 1.250e-03  1.000  9520000000000   1   1.00
 9520000003965 At_H2O      5026.158 0.000 1.300e-03  1.000  9520000000000   1   1.00
 9520000004007 At_H2O      5028.550 0.000 1.540e-03  1.000  9520000000000   1   1.00
 9520000004015 At_H2O      5028.837 0.000 1.190e-03  1.000  9520000000000   1   1.00
 9520000004033 At_H2O      5029.471 0.000 2.210e-03  1.000  9520000000000   1   1.00
 9520000004116 At_H2O      5034.092 0.000 1.260e-03  1.000  9520000000000   1   1.00
 9520000004124 At_H2O      5034.329 0.000 1.310e-03  1.000  9520000000000   1   1.00
 9520000004132 At_H2O      5034.532 0.000 2.120e-03  1.000  9520000000000   1   1.00
 9520000004134 At_H2O      5034.663 0.000 2.410e-03  1.000  9520000000000   1   1.00
 9520000004151 At_H2O      5035.252 0.000 1.980e-03  1.000  9520000000000   1   1.00
 9520000004154 At_H2O      5035.397 0.000 2.060e-03  1.000  9520000000000   1   1.00
 9520000004160 At_H2O      5035.686 0.000 1.500e-03  1.000  9520000000000   1   1.00
 9520000004161 At_H2O      5035.723 0.000 1.770e-03  1.000  9520000000000   1   1.00
 9520000004177 At_H2O      5036.289 0.000 1.860e-03  1.000  9520000000000   1   1.00
 9520000004203 At_H2O      5037.308 0.000 5.590e-03  1.000  9520000000000   1   1.00
 9520000004212 At_H2O      5037.728 0.000 5.680e-03  1.000  9520000000000   1   1.00
 9520000004223 At_H2O      5038.273 0.000 1.350e-03  1.000  9520000000000   1   1.00
 9520000004224 At_H2O      5038.300 0.000 1.280e-03  1.000  9520000000000   1   1.00
 9520000004236 At_H2O      5038.850 0.000 2.070e-03  1.000  9520000000000   1   1.00
 9520000004246 At_H2O      5039.543 0.000 1.490e-03  1.000  9520000000000   1   1.00
 9520000004252 At_H2O      5039.724 0.000 1.990e-03  1.000  9520000000000   1   1.00
 9520000004298 At_H2O      5041.389 0.000 1.740e-03  1.000  9520000000000   1   1.00
 9520000004315 At_H2O      5041.899 0.000 2.300e-03  1.000  9520000000000   1   1.00
 9520000004318 At_H2O      5042.131 0.000 2.850e-03  1.000  9520000000000   1   1.00
 9520000004341 At_H2O      5042.909 0.000 3.440e-03  1.000  9520000000000   1   1.00
 9520000004343 At_H2O      5043.078 0.000 4.130e-03  1.000  9520000000000   1   1.00
 9520000004360 At_H2O      5043.959 0.000 4.120e-03  1.000  9520000000000   1   1.00
 9520000004548 At_H2O      5052.371 0.000 2.260e-03  1.000  9520000000000   1   1.00
 9520000004577 At_H2O      5053.814 0.000 1.600e-03  1.000  9520000000000   1   1.00
 9520000004655 At_H2O      5056.426 0.000 3.940e-03  1.000  9520000000000   1   1.00
 9520000004688 At_H2O      5057.589 0.000 5.450e-03  1.000  9520000000000   1   1.00
 9520000004705 At_H2O      5058.197 0.000 1.060e-03  1.000  9520000000000   1   1.00
 9520000004707 At_H2O      5058.236 0.000 1.720e-03  1.000  9520000000000   1   1.00
 9520000004751 At_H2O      5060.006 0.000 3.410e-03  1.000  9520000000000   1   1.00
 9520000004784 At_H2O      5061.106 0.000 1.950e-03  1.000  9520000000000   1   1.00
 9520000004895 At_H2O      5065.939 0.000 4.250e-03  1.000  9520000000000   1   1.00
 9520000004912 At_H2O      5066.369 0.000 1.870e-03  1.000  9520000000000   1   1.00
 9520000004933 At_H2O      5067.072 0.000 1.050e-03  1.000  9520000000000   1   1.00
 9520000004934 At_H2O      5067.074 0.000 1.370e-03  1.000  9520000000000   1   1.00
 9520000004935 At_H2O      5067.186 0.000 3.820e-03  1.000  9520000000000   1   1.00
