90101000000000 H_I            1.0   0.    1.297E-25  1.               999  -1   1.00  4861++ 2sp- 4 (Te = 9.50E+03 Ne = 1.00E+04)
  101000020302 H_I         6562.852 0.    1.306E+00  1.      101000000000  -1   1.00  2(J=3/2)- 3
90101800000000 D_I            1.0   0.    1.237E-25  1.               999  -1   1.00  4860++ 2sp- 4 (r1b0100.d  2)
  101800020302 D_I         6561.067 0.    1.301E+00  1.      101800000000  -1   1.00  2(J=3/2)- 3      
90201000000000 He_I           1.0   0.    6.832E-26  1.               999  -1   1.00  4471++ 2p^3P - 4   9000 3
  201000020202 He_I       10830.331 0.    9.640E+00  1.      201000000000  -1   1.00  2s3- 2p
90201800000000 3He_I          1.0   0.    5.697E-26  1.               999  -1   1.00 4471.++ 3^HeI  2p^3P - 4  12000 4            
  201800006010 3He_I       4471.550 0.000 8.889e-01  1.000   201800000000  -1   1.00 23P-43D           
  201800006011 3He_I       4471.754 0.000 1.111e-01  1.000   201800000000  -1   1.00   
  201800006020 3He_I          1.000 0.000 2.701e+00  1.000   201800000000  -1   1.00 5875.             
  201800006021 3He_I       5875.664 0.000 8.889e-01  1.000   201800006020  -1   1.00 23P-33D           
  201800006022 3He_I       5876.007 0.000 1.111e-01  1.000   201800006020  -1   1.00   
  201800006030 3He_I          1.000 0.000 4.770e-01  1.000   201800000000  -1   1.00 4026.             
  201800006031 3He_I       4026.268 0.000 8.889e-01  1.000   201800006030  -1   1.00 23P-53D           
  201800006032 3He_I       4026.434 0.000 1.111e-01  1.000   201800006030  -1   1.00   
  201800006040 3He_I          1.000 0.000 3.700e-01  1.000   201800000000  -1   1.00 7065.             
  201800006041 3He_I       7065.172 0.000 8.889e-01  1.000   201800006040  -1   1.00 23P-33S           
  201800006042 3He_I       7065.703 0.000 1.111e-01  1.000   201800006040  -1   1.00   
  201800006050 3He_I          1.000 0.000 1.047e-01  1.000   201800000000  -1   1.00 4713.             
  201800006051 3He_I       4713.211 0.000 8.889e-01  1.000   201800006050  -1   1.00 23P-43S           
  201800006052 3He_I       4713.442 0.000 1.111e-01  1.000   201800006050  -1   1.00   
  201800006060 3He_I          1.000 0.000 4.330e-02  1.000   201800000000  -1   1.00 4120.             
  201800006062 3He_I       4120.888 0.000 8.889e-01  1.000   201800006060  -1   1.00 23P-53S           
  201800006063 3He_I       4121.064 0.000 1.111e-01  1.000   201800006060  -1   1.00   
  201800006100 3He_I          1.000 0.000 2.731e-01  1.000   201800000000  -1   1.00 4922+             
  201800006105 3He_I       4922.260 0.000 1.000e+00  1.000   201800006100  -1   1.00 21P-41D           
  201800006110 3He_I       6678.654 0.000 2.813e+00  1.000   201800006100  -1   1.00 21P-31D           
  201800006120 3He_I       4388.210 0.000 4.720e-01  1.000   201800006100  -1   1.00 21P-n1D           
  201800006130 3He_I       4144.020 0.000 2.622e-01  1.000   201800006100  -1   1.00   
  201800006140 3He_I       4009.503 0.000 1.616e-01  1.000   201800006100  -1   1.00   
  201800006200 3He_I       7281.899 0.000 5.620e-02  1.000   201800006100  -1   1.00 21P-31S           
  201800006210 3He_I       5048.078 0.000 1.633e-02  1.000   201800006100  -1   1.00 21P-n1S           
  201800006220 3He_I       4437.839 0.000 6.873e-02  1.000   201800006100  -1   1.00   
  201800006230 3He_I       4169.240 0.000 3.570e-02  1.000   201800006100  -1   1.00   
  201800006231 3He_I       4024.160 0.000 2.000e-02  1.000   201800006100  -1   1.00 * 
  201800006300 3He_I       5015.892 0.000 2.270e+00  1.000   201800006100  -1   1.00 21S-31P           
90202000000000 He_II          1.0   0.    1.516E-24  1.               999  -1   1.00  4685++ 3sd- 4 (r2b0100.d  2)
  202000020302 He_II       1640.474 0.    3.268E+00  1.      202000000000  -1   1.00  2(J=3/2)- 3      
90202800000000 3He_II         1.0   0.    1.516E-24  1.               999  -1   1.00  4686++ 3sd- 4 (r2b0100.d  2)
  202800020302 3He_II      1640.548 0.    3.268E+00  1.      202800000000  -1   1.00  2(J=3/2)- 3      
90302000000000 Li_II          1.0   0.    1.232E-24  1.               999  -1   1.00  4671++ 3d - 4 (r2b0100.d  2)
  302000030403 Li_II       4671.742 0.    7.500E-01  1.      302000000000  -1   1.00  3d3- 4f          
  302010000000 Li_II          1.0   0.     1.000e+0  1.      302000000000  -1   1.00 ( 4671 3d - 4)                               
  302010030403 Li_II       4678.056 0.    2.497E-01  1.      302010000000  -1   1.00  3d1- 4f                                     
90303000000000 Li_III         1.0   0.    3.423E-24  1.               999  -1   1.00  4499++ 4sf- 5 (r3b0100.d  2)
  303000030403 Li_III      2082.353 0.    2.865E+00  1.      303000000000  -1   1.00  3d2- 4f          
90601000000000 C_I            1.0   0.    1.000E-25  1.               999  -1   1.00 4371.  **FAIRE 10695   4762 69      
  601003051100 C_I            1.0   0.     1.000e+0  1.      601000000000  -1   1.00 4371+
  601003051111 C_I         4371.370 0.000 1.000e+00  1.000   601003051100  -1   1.00 3s1Po-5p1P        
  601003051121 C_I         4269.020 0.000 5.000e-01  1.000   601003051100  -1   1.00 3s1Po-5p1D        
  601003051101 C_I         4228.330 0.000 5.500e+00  1.000   601003051100  -1   1.00 3s1Po-5p1S 4595.59 1.3E-1  C I 
  601003152300 C_I            1.0   0.     1.000e+0  1.      601000000000  -1   1.00 6013+
  601003152331 C_I         6013.210 0.    1.000E-00  1.      601003152300  -1   1.00 (2Po).3p-(2Po).5d 3D-3Fo4
  601003152332 C_I         6016.450 0.    6.900E-01  1.      601003152300  -1   1.00 (2Po).3p-(2Po).5d 3D-3Fo3
  601003152333 C_I         6028.560 0.    8.600E-02  1.      601003152300  -1   1.00 (2Po).3p-(2Po).5d 3D-3Fo3
  601003152334 C_I         6012.230 0.    4.700E-01  1.      601003152300  -1   1.00 (2Po).3p-(2Po).5d 3D-3Fo2
  601003152335 C_I         6019.900 0.    8.600E-02  1.      601003152300  -1   1.00 (2Po).3p-(2Po).5d 3D-3Fo2
90602000000000 C_II           1.0   0.    1.284E-24  1.               999  -1   1.00  4267++ 3d - 4f (Te=100000.)
  602000001401 C_II        4329.746 0.    7.819E-03  1.      602000000000  -1   1.00 (1)4d2De-(1) 9f2Fo         
  602010000000 C_II           1.0   0.     1.000e+0  1.      602000000000  -1   1.00 ( 4267 3d - 4)
  602010040504 C_II        9903.466 0.    2.387E-01  1.      602010000000  -1   1.00  4f2- 5g
  602020000000 C_IIdi         1.0   0.     1.000e+0  1.      602000000000  -1   1.00 ( 4267 3d - 4) pure diel
  602020004950 C_IIdi      1036.340 0.    3.378E+00  1.      602020000000  -1   1.00 BB11 2s2p2      2S  1/2 2s2-2p     2Po 1/2
90603000000000 C_III          1.0   0.    2.999E-24  1.               999  -1   1.00  4070++ 4f - 5 (r3b0100.d  2)
  603000040504 C_III       4070.289 0.    3.300E-01  1.      603000000000  -1   1.00  4f3- 5g          
  603010000000 C_III          1.0   0.     1.000e+0  1.      603000000000  -1   1.00 ( 4070 4f - 5)    
  603010040504 C_III       4068.900 0.    2.501E-01  1.      603010000000  -1   1.00  4f3- 5g          
  603020000000 C_III          1.0   0.     1.000e+0  1.      603000000000  -1   1.00 ( 4070 4f - 5)    
  603020040504 C_III       4067.923 0.    1.701E-01  1.      603020000000  -1   1.00  4f3- 5g          
  603030000000 C_III          1.0   0.     1.000e+0  1.      603000000000  -1   1.00 ( 4070 4f - 5)    
  603030040504 C_III       4186.900 0.    2.430E-01  1.      603030000000  -1   1.00  4f1- 5g          
  603220000000 C_IIIdi        1.0   0.     1.000e+0  1.      603000000000  -1   1.00  4070++           
  603220002001 C_IIIdi     1175.700 0.    1.716E+01  1.      603220000000  -1   1.00  3P*-3P 3.047     
  603280000000 C_III5g        1.0   0.    2.049E-02  1.      603000000000  -1   1.00  4593++           
  603280000200 C_III5g        1.0   0.    9.469E-01  1.      603280000000  -1   1.00  4366+            
  603900000000 C_III          1.000 0.000 0.243e+00  1.000   603000000000  -1   1.00 4186.9 sousref reste CIII ANCIEN             
  603900002010 C_III          1.000 0.000 2.030e+00  1.000   603900000000  -1   1.00 4647.+5.89StWr    
  603900002011 C_III       4647.418 0.000 5.556e-01  1.000   603900002010  -1   1.00 3s-3p3 Br.974     
  603900002012 C_III       4650.246 0.000 3.333e-01  1.000   603900002010  -1   1.00   
  603900002013 C_III       4651.473 0.000 1.111e-01  1.000   603900002010  -1   1.00   
  603900003011 C_III       8500.320 0.000 8.600e-03  1.000   603900000000  -1   1.00 3s-3p1 A=B/9.0 1.01 2/12     
  603900002021 C_III       5695.920 0.000 7.000e-03  1.000   603900000000  -1   1.00 3p-3d1 2/12       
  603900003020 C_III          1.000 0.000 1.000e-03  1.000   603900000000  -1   1.00 7612.+ 2.02       
  603900003021 C_III       7612.450 0.000 4.667e-01  1.000   603900003020  -1   1.00 3s'3Po-4d3D       
  603900003022 C_III       7586.410 0.000 2.500e-01  1.000   603900003020  -1   1.00   
  603900003023 C_III       7576.700 0.000 1.111e-01  1.000   603900003020  -1   1.00   
  603900003024 C_III       7625.990 0.000 8.330e-02  1.000   603900003020  -1   1.00   
  603900003025 C_III       7595.310 0.000 8.330e-02  1.000   603900003020  -1   1.00   
  603900002030 C_III          1.000 0.000 9.040e-02  1.000   603900000000  -1   1.00 6744.+            
  603900002031 C_III       6744.390 0.000 4.667e-01  1.000   603900002030  -1   1.00 3s'3Po-3p'3D      
  603900002032 C_III       6731.040 0.000 2.500e-01  1.000   603900002030  -1   1.00   
  603900002033 C_III       6727.480 0.000 1.111e-01  1.000   603900002030  -1   1.00   
  603900002034 C_III       6762.170 0.000 8.330e-02  1.000   603900002030  -1   1.00   
  603900002035 C_III       6742.150 0.000 8.330e-02  1.000   603900002030  -1   1.00   
  603900002036 C_III       6773.390 0.000 5.600e-03  1.000   603900002030  -1   1.00   
  603900002040 C_III          1.000 0.000 1.310e-02  1.000   603900000000  -1   1.00 5272.+            
  603900002041 C_III       5272.520 0.000 5.556e-01  1.000   603900002040  -1   1.00 3s'3Po-3p'3S      
  603900002042 C_III       5253.580 0.000 3.333e-01  1.000   603900002040  -1   1.00   
  603900002043 C_III       5244.660 0.000 1.111e-01  1.000   603900002040  -1   1.00   
  603900002050 C_III          1.000 0.000 2.610e-02  1.000   603900000000  -1   1.00 4665.+            
  603900002051 C_III       4665.860 0.000 4.167e-01  1.000   603900002050  -1   1.00 3s'3Po-3p'3P      
  603900002052 C_III       4659.060 0.000 8.330e-02  1.000   603900002050  -1   1.00   
  603900002053 C_III       4673.950 0.000 1.389e-01  1.000   603900002050  -1   1.00   
  603900002054 C_III       4663.640 0.000 1.111e-01  1.000   603900002050  -1   1.00   
  603900002055 C_III       4651.010 0.000 1.389e-01  1.000   603900002050  -1   1.00   
  603900002056 C_III       4652.060 0.000 1.111e-01  1.000   603900002050  -1   1.00   
  603900003061 C_III       7037.250 0.000 1.000e-03  1.000   603900000000  -1   1.00 3s'1Po-4d1D .01   
  603900002071 C_III       4325.560 0.000 2.020e-02  1.000   603900000000  -1   1.00 3s'1Po-3p'1D      
  603900003071 C_III       3506.783 0.000 1.000e-03  1.000   603900000000  -1   1.00 3s'1Po-5s1S .01   
  603900002090 C_III          1.000 0.000 2.790e-02  1.000   603900000000  -1   1.00 4516.+            
  603900002091 C_III       4516.770 0.000 5.556e-01  1.000   603900002090  -1   1.00 4p-5s3            
  603900002092 C_III       4515.780 0.000 3.333e-01  1.000   603900002090  -1   1.00   
  603900002093 C_III       4515.330 0.000 1.111e-01  1.000   603900002090  -1   1.00   
  603900003101 C_III       7707.430 0.000 1.000e-03  1.000   603900000000  -1   1.00 3p'1P-3d'1Do .01  
  603900002111 C_III       4247.308 0.000 1.300e-03  1.000   603900000000  -1   1.00 3p'1P-5p1Po       
  603900002121 C_III       3703.710 0.000 1.300e-03  1.000   603900000000  -1   1.00 3p'1P-3d'1Po      
  603900003120 C_III          1.000 0.000 2.330e-01  1.000   603900000000  -1   1.00 8333.+            
  603900003121 C_III       8332.990 0.000 4.290e-01  1.000   603900003120  -1   1.00 4d3D-3d'3Fo       
  603900003122 C_III       8341.590 0.000 2.960e-01  1.000   603900003120  -1   1.00 12.01             
  603900003123 C_III       8347.940 0.000 2.000e-01  1.000   603900003120  -1   1.00   
  603900003124 C_III       8357.860 0.000 3.700e-02  1.000   603900003120  -1   1.00   
  603900003125 C_III       8358.720 0.000 3.700e-02  1.000   603900003120  -1   1.00   
  603900002130 C_III          1.000 0.000 1.000e-02  1.000   603900000000  -1   1.00 6156.+            
  603900002131 C_III       6156.680 0.000 4.147e-01  1.000   603900002130  -1   1.00 4d3D-3d'3Do       
  603900002132 C_III       6155.090 0.000 2.320e-01  1.000   603900002130  -1   1.00   
  603900002133 C_III       6154.130 0.000 1.500e-01  1.000   603900002130  -1   1.00   
  603900003130 C_III          1.000 0.000 1.000e-03  1.000   603900000000  -1   1.00 5359.+ 13.01      
  603900003131 C_III       5359.950 0.000 4.667e-01  1.000   603900003130  -1   1.00 4d3D-3d'3Po       
  603900003132 C_III       5345.840 0.000 2.500e-01  1.000   603900003130  -1   1.00   
  603900003133 C_III       5337.420 0.000 1.111e-01  1.000   603900003130  -1   1.00   
  603900003150 C_III          1.000 0.000 6.900e-03  1.000   603900000000  -1   1.00 4257.+            
  603900003151 C_III       4257.894 0.000 4.640e-01  1.000   603900003150  -1   1.00 4f-5d3 15.01      
  603900003152 C_III       4256.455 0.000 3.190e-01  1.000   603900003150  -1   1.00   
  603900003153 C_III       4255.420 0.000 2.170e-01  1.000   603900003150  -1   1.00   
  603900003161 C_III       6205.560 0.000 4.000e-02  1.000   603900000000  -1   1.00 4p-5s1 16.02 cfblDIB? e-3prevStW08           
  603900003181 C_III       4173.089 0.000 1.000e-03  1.000   603900000000  -1   1.00 4f-5d1 18.01      
  603900002190 C_III          1.000 0.000 1.000e-03  1.000   603900000000  -1   1.00 6872.+            
  603900002191 C_III       6872.050 0.000 4.147e-01  1.000   603900002190  -1   1.00 3p'3D-3d'3Do      
  603900002192 C_III       6862.710 0.000 2.320e-01  1.000   603900002190  -1   1.00   
  603900002193 C_III       6857.270 0.000 1.500e-01  1.000   603900002190  -1   1.00   
  603900002194 C_III       6881.090 0.000 5.200e-02  1.000   603900002190  -1   1.00   
  603900002195 C_III       6868.800 0.000 5.000e-02  1.000   603900002190  -1   1.00   
  603900002196 C_III       6853.700 0.000 5.200e-02  1.000   603900002190  -1   1.00   
  603900002197 C_III       6851.200 0.000 5.000e-02  1.000   603900002190  -1   1.00   
  603900002200 C_III          1.000 0.000 1.000e-03  1.000   603900000000  -1   1.00 5894.+            
  603900002201 C_III       5894.070 0.000 4.667e-01  1.000   603900002200  -1   1.00 3p'3D-3d'3Po      
  603900002202 C_III       5871.690 0.000 2.500e-01  1.000   603900002200  -1   1.00   
