0 0  5000. 7000. 10000. 15000. 20000. 30000. 40000. 60000. 80000. 100000.
1 2 2.825  2.891  2.944  2.971  2.941  2.801  2.634  2.329  2.089  1.902 
1 3 0.8344 0.8567 0.8609 0.8446 0.8199 0.7672 0.7188 0.6395 0.5795 0.5332 
1 4 0.5338 0.578 0.6351 0.6961 0.7286 0.7504 0.7467 0.7186 0.6879 0.6616 
1 5 1.603 1.576 1.538 1.48 1.426 1.338 1.268 1.165 1.094 1.043 
1 6 0.4784 0.4825 0.4813 0.4713 0.458 0.4306 0.4062 0.3673 0.3387 0.3172 
1 7 0.1306 0.132 0.1313 0.1284 0.1248 0.1175 0.1107 0.09981 0.09167 0.0855 
1 8 1.198 1.276 1.34 1.396 1.417 1.402 1.356 1.254 1.17 1.104 
2 3 2.285 2.337 2.387 2.423 2.409 2.302 2.167 1.914 1.713 1.556 
2 4 0.4152 0.4496 0.494 0.5414 0.5667 0.5836 0.5807 0.5589 0.5351 0.5145 
2 5 0.8291 0.8256 0.8147 0.7909 0.7656 0.719 0.6798 0.6195 0.5762 0.5444 
2 6 0.7301 0.7157 0.6955 0.6668 0.6423 0.6025 0.5713 0.5256 0.4939 0.4715 
2 7 0.1615 0.1625 0.1625 0.1595 0.1549 0.1454 0.1373 0.1245 0.1153 0.1085 
2 8 0.9317 0.9927 1.042 1.086 1.102 1.09 1.054 0.9757 0.91 0.859 
3 4 0.2966 0.3211 0.3528 0.3867 0.4048 0.4169 0.4148 0.3992 0.3822 0.3675 
3 5 0.4353 0.438 0.4352 0.4249 0.4125 0.3879 0.366 0.3313 0.3057 0.2865 
3 6 0.5122 0.5056 0.4959 0.4791 0.4625 0.4338 0.4109 0.3768 0.353 0.3358 
3 7 0.2815 0.2734 0.2637 0.2512 0.2413 0.2261 0.2148 0.1989 0.1882 0.181 
3 8 0.6655 0.709 0.7442 0.7753 0.7871 0.7787 0.7532 0.6969 0.65 0.6135 
4 5 0.008943 0.0267 0.06175 0.1211 0.1703 0.2356 0.2705 0.2969 0.3007 0.2973 
4 6 0.005366 0.01602 0.03705 0.07265 0.1022 0.1414 0.1623 0.1782 0.1804 0.1784 
4 7 0.001789 0.005341 0.01235 0.02422 0.03406 0.04712 0.0541 0.05938 0.06014 0.05947 
4 8 0.01777 0.05911 0.1522 0.322 0.4615 0.6331 0.7128 0.7565 0.7478 0.727 
5 6 0.01145 0.04326 0.114 0.2344 0.3293 0.4482 0.5093 0.5552 0.5618 0.5567 
5 7 0.002941 0.01106 0.02927 0.06106 0.0868 0.12 0.1376 0.1519 0.1553 0.1556 
5 8 0.003837 0.01462 0.0416 0.09892 0.156 0.248 0.3108 0.3821 0.4169 0.4353 
6 7 0.00387 0.01471 0.03849 0.07762 0.1072 0.1426 0.1598 0.1708 0.1699 0.1654 
6 8 0.002302 0.008772 0.02496 0.05935 0.0936 0.1488 0.1865 0.2293 0.2502 0.2612 
7 8 0.0007674 0.002924 0.00832 0.01978 0.0312 0.0496 0.06217 0.07642 0.08339 0.08706 
*** Ni III      'effective collision strengths Omega'
*** ATOM        'nickel'
*** SPECTRUM 3
*** N_LEVELS 8
*** T_UNIT      'K'
*** SOURCE1	'Bautista, M. A. 2001, A&A 365, 268
*** NOTE1 	'Effective Collision Strengths Omega'
