Energy Stat_Weight Aij 
    cm-1   none    1/s     1/s     1/s     1/s     1/s     1/s     1/s     1/s     1/s     1/s     1/s     1/s     1/s     1/s     1/s     1/s     1/s     1/s     1/s     1/s     1/s  
       0.0000   6  0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0
   11961.7464   2  8.46e-2 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0
   12032.5447   4  8.71e-2 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0
   12147.7713   6  9.14e-2 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0
   12303.8200   8  9.74e-2 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0
   12496.4565  10  1.05e-1 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0
   19528.2293   2  1.00e-6 1.00e-6 1.00e-7 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0
   19631.2058   4  1.00e-4 1.00e-5 1.00e-4 1.00e-5 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0
   19797.8594   6  1.00e-4 0.00e-0 1.00e-5 1.00e-4 1.00e-5 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0
   20024.0117   8  1.00e-5 0.00e-0 0.00e-0 1.00e-5 1.00e-4 1.00e-5 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0
   20512.0630   6  3.00e-7 0.00e-0 1.00e-6 1.00e-5 1.00e-6 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0
   20512.0959  12  0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 1.00e-6 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0 0.00e-0
