        1.e3   5.e3   1.e4   2.e4   3.e4
 1 2    1.00  10.00  10.00  10.00  10.00
 1 3    1.00  10.00  10.00  10.00  10.00
 1 4    1.00  10.00  10.00  10.00  10.00
 1 5    1.00  10.00  10.00  10.00  10.00
 1 6    1.00  10.00  10.00  10.00  10.00
 1 7    1.00  10.00  10.00  10.00  10.00
 1 8    1.00  10.00  10.00  10.00  10.00
 2 3    0.00   0.00   0.00   0.00   0.00
 2 4    0.00   0.00   0.00   0.00   0.00
 2 5    0.00   0.00   0.00   0.00   0.00
 2 6    0.00   0.00   0.00   0.00   0.00
 2 7    0.00   0.00   0.00   0.00   0.00
 2 8    0.00   0.00   0.00   0.00   0.00
 3 4    0.00   0.00   0.00   0.00   0.00
 3 5    0.00   0.00   0.00   0.00   0.00
 3 6    0.00   0.00   0.00   0.00   0.00
 3 7    0.00   0.00   0.00   0.00   0.00
 3 8    0.00   0.00   0.00   0.00   0.00
 4 5    0.00   0.00   0.00   0.00   0.00
 4 6    0.00   0.00   0.00   0.00   0.00
 4 7    0.00   0.00   0.00   0.00   0.00
 4 8    0.00   0.00   0.00   0.00   0.00
 5 6    0.00   0.00   0.00   0.00   0.00
 5 7    0.00   0.00   0.00   0.00   0.00
 5 8    0.00   0.00   0.00   0.00   0.00
 6 7    0.00   0.00   0.00   0.00   0.00
 6 8    0.00   0.00   0.00   0.00   0.00
 7 8    0.00   0.00   0.00   0.00   0.00
*** Li I        'Effective collision strengths data'
*** ATOM 'lithium'
*** SPECTRUM 1
*** N_LEVELS 8
*** T_UNIT	'K/10000' 
*** SOURCE1	'***TBD, id NaI arb' 
*** NOTE1 	'Effective Collision Strengths Omega' 
*** GSCONFIG s1
