99500200000000 LiI_Abs        1.0   0.     1.000e+0  1.               999  -1   1.00 6708.  2s-2p
 9500200000021 LiI_Abs     6707.761 0.000 0.667e+00  1.000  9500200000000  -1   1.00   
 9500200000022 LiI_Abs     6707.912 0.000 0.333e+00  1.000  9500200000000  -1   1.00   
99500300000000 CH_Abs         1.0   0.     1.000e+0  1.               999  -1   1.00 4300. int en EW
 9500300000031 CH_Abs      4300.300 0.000 1.000e+00  1.000  9500300000000  -1   1.00   
 9500300000032 CH_Abs      3890.200 0.000 3.000e-01  1.000  9500300000000  -1   1.00   
 9500300000033 CH_Abs      3886.400 0.000 3.000e-01  1.000  9500300000000  -1   1.00   
 9500300000034 CH_Abs      3878.800 0.000 1.500e-01  1.000  9500300000000  -1   1.00   
 9500300000035 CH_Abs      3146.000 0.000 2.500e-01  1.000  9500300000000  -1   1.00   
 9500300000036 CH_Abs      3143.200 0.000 3.500e-01  1.000  9500300000000  -1   1.00   
 9500300000037 CH_Abs      3137.500 0.000 2.000e-01  1.000  9500300000000  -1   1.00   
99500400000000 CH+_Abs        1.0   0.     1.000e+0  1.               999  -1   1.00 4232. int in EW
 9500400000041 CH+_Abs     4232.400 0.000 1.000e+00  1.000  9500400000000  -1   1.00   
 9500400000042 CH+_Abs     3957.700 0.000 5.000e-01  1.000  9500400000000  -1   1.00   
 9500400000043 CH+_Abs     3745.300 0.000 2.500e-01  1.000  9500400000000  -1   1.00   
 9500400000044 CH+_Abs     3579.000 0.000 1.500e-01  1.000  9500400000000  -1   1.00   
 9500400000045 CH+_Abs     3447.000 0.000 4.000e-02  1.000  9500400000000  -1   1.00   
99500500000000 C13H+_A        1.0   0.     1.000e+0  1.               999  -1   1.00 4232. isotope
 9500500000051 C13H+_A     4232.000 0.000 1.000e+00  1.000  9500500000000  -1   1.00   
99500600000000 NaI_Abs        1.0   0.     1.000e+0  1.               999  -1   1.00 5890. int in EW
 9500600000061 NaI_Abs     5889.951 0.000 1.000e+00  1.000  9500600000000  -1   1.00   
 9500600000062 NaI_Abs     5895.924 0.000 0.500e+00  1.000  9500600000000  -1   1.00 ?+3883.903 2s-2s M1 A=7e-4 2ph?
 9500600000063 NaI_Abs     3302.368 0.000 4.400e-02  1.000  9500600000000  -1   1.00 
 9500600000064 NaI_Abs     3302.978 0.000 2.200e-02  1.000  9500600000000  -1   1.00   
99500700000000 CaI_Abs        1.0   0.     1.000e+0  1.               999  -1   1.00 4227.
 9500700000071 CaI_Abs     4226.740 0.000 1.000e+00  1.000  9500700000000  -1   1.00   
99500750000000 AlI_Abs        1.0   0.     1.000e+0  1.               999  -1   1.00 3944.+
 9500750000076 AlI_Abs     3944.006 0.000 1.000e+00  1.000  9500750000000  -1   1.00   
 9500750000077 AlI_Abs     3961.520 0.000 1.000e+00  1.000  9500750000000  -1   1.00   
99500800000000 CaII_Ab        1.0   0.     1.000e+0  1.               999  -1   1.00 3934. int in EW
 9500800000081 CaII_Ab     3933.682 0.000 1.000e+00  1.000  9500800000000  -1   1.00   
 9500800000082 CaII_Ab     3968.492 0.000 6.000e-01  1.000  9500800000000  -1   1.00   
99500850000000 K_I_Abs        1.000 0.000 1.000e-01  1.000       00000999  -1   1.00 7665. int in EW
