Al0 0.000300288283945
Al1 0.581834935282
Al2 0.278614870577
Al3 0.139334712531
Al4 2.34046547209e-06
Al5 0.0
Al6 0.0
Al7 0.0
Al8 0.0
Al9 0.0
Al10 0.0
Al11 0.0
Al12 0.0
Al13 0.0
Ar0 0.00010609450073
Ar1 0.0344778945664
Ar2 0.932531319362
Ar3 0.0328050304913
Ar4 5.30490091568e-05
Ar5 3.9391876368e-09
Ar6 0.0
Ar7 0.0
Ar8 0.0
Ar9 0.0
Ar10 0.0
Ar11 0.0
Ar12 0.0
Ar13 0.0
Ar14 0.0
Ar15 0.0
Ar16 0.0
Ar17 0.0
Ar18 0.0
B0 0.00102344493577
B1 0.275673567369
B2 0.522670607097
B3 0.200728214809
B4 0.0
B5 0.0
Be0 0.0228490698644
Be1 0.130169681881
Be2 0.846970298918
Be3 7.57524456863e-11
Be4 0.0
C0 0.000923343908559
C1 0.20431705059
C2 0.78494848637
C3 0.00988811745464
C4 1.13516335745e-05
C5 0.0
C6 0.0
Ca0 0.00284732142179
Ca1 0.054164062059
Ca2 0.87013004166
Ca3 0.0728945428608
Ca4 4.66197724446e-05
Ca5 3.02464801122e-11
Ca6 0.0
Ca7 0.0
Ca8 0.0
Ca9 0.0
Ca10 0.0
Ca11 0.0
Ca12 0.0
Ca13 0.0
Ca14 0.0
Ca15 0.0
Ca16 0.0
Ca17 0.0
Ca18 0.0
Ca19 0.0
Ca20 0.0
Cl0 0.000155587354888
Cl1 0.165428973591
Cl2 0.793945618381
Cl3 0.0403492017118
Cl4 9.4334388557e-05
Cl5 1.46810360937e-09
Cl6 0.0
Cl7 0.0
Cl8 0.0
Cl9 0.0
Cl10 0.0
Cl11 0.0
Cl12 0.0
Cl13 0.0
Cl14 0.0
Cl15 0.0
Cl16 0.0
Cl17 0.0
Co0 0.00166536862118
Co1 0.163455407872
Co2 0.45178959238
Co3 0.348857942102
Co4 0.0341583075945
Co5 2.52790599557e-05
Co6 7.629742731e-12
Co7 0.0
Co8 0.0
Co9 0.0
Co10 0.0
Co11 0.0
Co12 0.0
Co13 0.0
Co14 0.0
Co15 0.0
Co16 0.0
Co17 0.0
Co18 0.0
Co19 0.0
Co20 0.0
Co21 0.0
Co22 0.0
Co23 0.0
Co24 0.0
Co25 0.0
Co26 0.0
Co27 0.0
Cr0 0.000361552250317
Cr1 0.0463872565967
Cr2 0.726700534779
Cr3 0.214072855465
Cr4 0.0125561957111
Cr5 1.79768766114e-05
Cr6 5.50431439879e-12
Cr7 0.0
Cr8 0.0
Cr9 0.0
Cr10 0.0
Cr11 0.0
Cr12 0.0
