logTemperatures(K)                 2.0   2.1   2.2   2.3   2.4   2.5   2.6   2.7   2.8   2.9   3.0   3.1   3.2   3.3   3.4   3.5   3.6   3.7   3.8   3.9   4.0   4.1   4.2   4.3   4.4   4.5   4.6   
Ni(m^-3)                           1e+010
Ne(m^-3)                           1e+010
Residual charge                    2
Number of FF transitions           611
Number of FB transitions           2684
Number of BB transitions           2892
Number of all transitions          6187
blk
Stat = Status (Bound or Free);   Exp = Experimental;   Config = Configuration;   P = Parity
WlVac(Ang) = Wavelength in vacuum (Angstrom);   WlAir(Ang) = Wavelength in air (Angstrom)
Gamma^r_ul = Radiative transition probability between upper and lower levels (1/s)
RC_2.2 = Recombination coefficient at temperature 10^2.2K for vacuum wavelength (m^3/s)
blk
Index  Stat  Exp   Config         Term  2J P     ->     Config         Term  2J P    WlVac(Ang)     WlAir(Ang)     Gamma^r_ul     RC_2.0      RC_2.1      RC_2.2      RC_2.3      RC_2.4      RC_2.5      RC_2.6      RC_2.7      RC_2.8      RC_2.9      RC_3.0      RC_3.1      RC_3.2      RC_3.3      RC_3.4      RC_3.5      RC_3.6      RC_3.7      RC_3.8      RC_3.9      RC_4.0      RC_4.1      RC_4.2      RC_4.3      RC_4.4      RC_4.5      RC_4.6      
blk
1      FB    11    2s2p(3Po)4f    2D    3  0     ->     2s2-2p         2Po   1  1    450.95                        1.363e+005     1.958e-176  2.418e-144  6.963e-119  1.086e-098  1.109e-082  5.372e-070  5.966e-060  5.300e-052  1.017e-045  9.271e-041  7.517e-037  8.916e-034  2.297e-031  1.760e-029  5.144e-028  6.997e-027  5.181e-026  2.368e-025  7.372e-025  1.693e-024  3.051e-024  4.538e-024  5.794e-024  6.553e-024  6.730e-024  6.403e-024  5.732e-024  
2      FB    11    2s2p(3Po)4f    4D    1  0     ->     2s2-2p         2Po   1  1    450.97                        6.339e+000     2.430e-195  1.407e-162  1.384e-136  5.728e-116  1.271e-099  1.141e-086  2.068e-076  2.712e-068  7.088e-062  8.262e-057  8.144e-053  1.128e-049  3.287e-047  2.777e-045  8.774e-044  1.269e-042  9.873e-042  4.691e-041  1.506e-040  3.545e-040  6.516e-040  9.844e-040  1.272e-039  1.453e-039  1.504e-039  1.440e-039  1.295e-039  
3      FB    11    2s2p(3Po)4f    4D    3  0     ->     2s2-2p         2Po   1  1    451.00                        1.383e+004     2.709e-177  3.130e-145  8.548e-120  1.278e-099  1.262e-083  5.954e-071  6.473e-061  5.655e-053  1.071e-046  9.659e-042  7.766e-038  9.150e-035  2.345e-032  1.789e-030  5.212e-029  7.070e-028  5.224e-027  2.383e-026  7.411e-026  1.700e-025  3.062e-025  4.551e-025  5.807e-025  6.564e-025  6.739e-025  6.410e-025  5.738e-025  
4      FB    11    2s2p(3Po)4f    2D    3  0     ->     2s2-2p         2Po   3  1    451.08                        2.147e+004     3.084e-177  3.808e-145  1.097e-119  1.710e-099  1.746e-083  8.461e-071  9.396e-061  8.348e-053  1.601e-046  1.460e-041  1.184e-037  1.404e-034  3.618e-032  2.772e-030  8.103e-029  1.102e-027  8.161e-027  3.729e-026  1.161e-025  2.666e-025  4.806e-025  7.148e-025  9.126e-025  1.032e-024  1.060e-024  1.008e-024  9.028e-025  
5      FB    11    2s2p(3Po)4f    4D    1  0     ->     2s2-2p         2Po   3  1    451.10                        1.037e+000     3.977e-196  2.302e-163  2.264e-137  9.373e-117  2.079e-100  1.867e-087  3.384e-077  4.437e-069  1.160e-062  1.352e-057  1.333e-053  1.846e-050  5.379e-048  4.544e-046  1.436e-044  2.077e-043  1.616e-042  7.676e-042  2.465e-041  5.801e-041  1.066e-040  1.611e-040  2.082e-040  2.378e-040  2.461e-040  2.356e-040  2.120e-040  
6      FB    11    2s2p(3Po)4f    2D    5  0     ->     2s2-2p         2Po   3  1    451.13                        1.411e+005     4.191e-176  4.844e-144  1.324e-118  1.980e-098  1.956e-082  9.231e-070  1.004e-059  8.771e-052  1.661e-045  1.498e-040  1.205e-036  1.420e-033  3.638e-031  2.776e-029  8.088e-028  1.097e-026  8.107e-026  3.698e-025  1.150e-024  2.638e-024  4.751e-024  7.062e-024  9.012e-024  1.019e-023  1.046e-023  9.948e-024  8.904e-024  
7      FB    11    2s2p(3Po)4f    4D    3  0     ->     2s2-2p         2Po   3  1    451.13                        2.537e+002     4.972e-179  5.743e-147  1.569e-121  2.345e-101  2.315e-085  1.093e-072  1.188e-062  1.038e-054  1.965e-048  1.772e-043  1.425e-039  1.679e-036  4.303e-034  3.283e-032  9.564e-031  1.297e-029  9.587e-029  4.373e-028  1.360e-027  3.119e-027  5.618e-027  8.351e-027  1.066e-026  1.205e-026  1.237e-026  1.176e-026  1.053e-026  
8      FB    11    2s2p(3Po)4f    4D    5  0     ->     2s2-2p         2Po   3  1    451.17                        6.322e+004     2.577e-176  2.789e-144  7.235e-119  1.038e-098  9.921e-083  4.562e-070  4.859e-060  4.176e-052  7.804e-046  6.968e-041  5.557e-037  6.505e-034  1.658e-031  1.260e-029  3.659e-028  4.950e-027  3.651e-026  1.663e-025  5.164e-025  1.183e-024  2.129e-024  3.163e-024  4.034e-024  4.558e-024  4.678e-024  4.448e-024  3.981e-024  
9      FB    11    2s2p(3Po)4f    4G    5  0     ->     2s2-2p         2Po   3  1    451.51                        5.657e+000     9.916e-181  6.628e-149  1.172e-123  1.241e-103  9.314e-088  3.535e-075  3.233e-065  2.462e-057  4.178e-051  3.456e-046  2.594e-042  2.894e-039  7.100e-037  5.233e-035  1.483e-033  1.969e-032  1.430e-031  6.434e-031  1.979e-030  4.500e-030  8.049e-030  1.190e-029  1.512e-029  1.703e-029  1.744e-029  1.655e-029  1.479e-029  
10     FB    11    2s2p(3Po)4f    4F    3  0     ->     2s2-2p         2Po   1  1    452.30                        2.139e+001     1.300e-176  2.288e-145  1.402e-120  6.397e-101  2.460e-085  5.490e-073  3.293e-063  1.793e-055  2.332e-049  1.562e-044  9.909e-041  9.672e-038  2.135e-035  1.446e-033  3.835e-032  4.826e-031  3.360e-030  1.462e-029  4.379e-029  9.750e-029  1.715e-028  2.501e-028  3.145e-028  3.513e-028  3.573e-028  3.373e-028  3.001e-028  
11     FB    11    2s2p(3Po)4f    4F    5  0     ->     2s2-2p         2Po   3  1    452.42                        8.529e+000     7.161e-177  1.280e-145  7.940e-121  3.657e-101  1.417e-085  3.182e-073  1.918e-063  1.048e-055  1.368e-049  9.180e-045  5.836e-041  5.705e-038  1.261e-035  8.550e-034  2.269e-032  2.857e-031  1.990e-030  8.663e-030  2.596e-029  5.780e-029  1.017e-028  1.483e-028  1.865e-028  2.084e-028  2.119e-028  2.001e-028  1.780e-028  
12     FB    11    2s2p(3Po)4f    4F    3  0     ->     2s2-2p         2Po   3  1    452.43                        4.569e+000     2.777e-177  4.887e-146  2.996e-121  1.366e-101  5.256e-086  1.173e-073  7.033e-064  3.831e-056  4.982e-050  3.336e-045  2.117e-041  2.066e-038  4.560e-036  3.089e-034  8.191e-033  1.031e-031  7.178e-031  3.123e-030  9.355e-030  2.083e-029  3.663e-029  5.343e-029  6.717e-029  7.504e-029  7.632e-029  7.205e-029  6.411e-029  
